Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Wang, L., Fan, J., Francis, J.M., Georghiou, G., Hergert, S., Li, S., Gambe, R., Zhou, C.W., Yang, C., Xiao, S., Cin, P.D., Bowden, M., Kotliar, D., Shukla, S.A., Brown, J.R., Neuberg, D., Alessi, D.R., Zhang, C.-Z., Kharchenko, P.V., Livak, K.J., Wu, C.J.","Integrated single-cell genetic and transcriptional analysis suggests novel drivers of chronic lymphocytic leukemia",2017,"Genome Research","27","8",,"1300","1311",,,10.1101/gr.217331.116,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026633742&doi=10.1101%2fgr.217331.116&partnerID=40&md5=7569dc4869dcd64fc377d220ae9e4ac4",Article,Scopus,2-s2.0-85026633742
"Furlan, A., Dyachuk, V., Kastriti, M.E., Calvo-Enrique, L., Abdo, H., Hadjab, S., Chontorotzea, T., Akkuratova, N., Usoskin, D., Kamenev, D., Petersen, J., Sunadome, K., Memic, F., Marklund, U., Fried, K., Topilko, P., Lallemend, F., Kharchenko, P.V., Ernfors, P., Adameyko, I.","Multipotent peripheral glial cells generate neuroendocrine cells of the adrenal medulla",2017,"Science","357","6346", 46,"","",,,10.1126/science.aal3753,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024098378&doi=10.1126%2fscience.aal3753&partnerID=40&md5=781ddefae31d2379369116fa0a89e1ec",Article,Scopus,2-s2.0-85024098378
"Alekseyenko, A.A., Walsh, E.M., Zee, B.M., Pakozdi, T., Hsi, P., Lemieux, M.E., Dal Cin, P., Ince, T.A., Kharchenko, P.V., Kuroda, M.I., French, C.A.","Ectopic protein interactions within BRD4-chromatin complexes drive oncogenic megadomain formation in NUT midline carcinoma",2017,"Proceedings of the National Academy of Sciences of the United States of America","114","21",,"E4184","E4192",,,10.1073/pnas.1702086114,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019557187&doi=10.1073%2fpnas.1702086114&partnerID=40&md5=a7be74512c1c209caa8adf7da7d2ca65",Article,Scopus,2-s2.0-85019557187
"Yu, V.W.C., Yusuf, R.Z., Oki, T., Wu, J., Saez, B., Wang, X., Cook, C., Baryawno, N., Ziller, M.J., Lee, E., Gu, H., Meissner, A., Lin, C.P., Kharchenko, P.V., Scadden, D.T.","Erratum: Epigenetic Memory Underlies Cell-Autonomous Heterogeneous Behavior of Hematopoietic Stem Cells (Cell (2016) 167(5) (1310–1322.e17)(S0092867416314660)(10.1016/j.cell.2016.10.045)",2017,"Cell","168","5",,"944","945",,,10.1016/j.cell.2017.02.010,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014043886&doi=10.1016%2fj.cell.2017.02.010&partnerID=40&md5=64c51d62fc02f5aaf20cd7e5b6d731a4",Erratum,Scopus,2-s2.0-85014043886
"Yu, V.W.C., Yusuf, R.Z., Oki, T., Wu, J., Saez, B., Wang, X., Cook, C., Baryawno, N., Ziller, M.J., Lee, E., Gu, H., Meissner, A., Lin, C.P., Kharchenko, P.V., Scadden, D.T.","Epigenetic Memory Underlies Cell-Autonomous Heterogeneous Behavior of Hematopoietic Stem Cells",2016,"Cell","167","5",,"1310","1322.e17",,8,10.1016/j.cell.2016.10.045,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995806677&doi=10.1016%2fj.cell.2016.10.045&partnerID=40&md5=53cad455cc4c70fa6e4295680ff5b402",Article,Scopus,2-s2.0-84995806677
"Wang, L., Brooks, A.N., Fan, J., Wan, Y., Gambe, R., Li, S., Hergert, S., Yin, S., Freeman, S.S., Levin, J.Z., Fan, L., Seiler, M., Buonamici, S., Smith, P.G., Chau, K.F., Cibulskis, C.L., Zhang, W., Rassenti, L.Z., Ghia, E.M., Kipps, T.J., Fernandes, S., Bloch, D.B., Kotliar, D., Landau, D.A., Shukla, S.A., Aster, J.C., Reed, R., DeLuca, D.S., Brown, J.R., Neuberg, D., Getz, G., Livak, K.J., Meyerson, M.M., Kharchenko, P.V., Wu, C.J.","Transcriptomic Characterization of SF3B1 Mutation Reveals Its Pleiotropic Effects in Chronic Lymphocytic Leukemia",2016,"Cancer Cell","30","5",,"750","763",,6,10.1016/j.ccell.2016.10.005,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006150322&doi=10.1016%2fj.ccell.2016.10.005&partnerID=40&md5=d1b28fbd58377358c941bf30c7fa0b0e",Article,Scopus,2-s2.0-85006150322
"Masuda, T., Wang, X., Maeda, M., Canver, M.C., Sher, F., Funnell, A.P.W., Fisher, C., Suciu, M., Martyn, G.E., Norton, L.J., Zhu, C., Kurita, R., Nakamura, Y., Xu, J., Higgs, D.R., Crossley, M., Bauer, D.E., Orkin, S.H., Kharchenko, P.V., Maeda, T.","Gene regulation: Transcription factors LRF and BCL11A independently repress expression of fetal hemoglobin",2016,"Science","351","6270",,"285","289",,21,10.1126/science.aad3312,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954349685&doi=10.1126%2fscience.aad3312&partnerID=40&md5=c3cd63e7c014ed8d9dc34ebb407e1a65",Article,Scopus,2-s2.0-84954349685
"Bersani, F., Lee, E., Kharchenko, P.V., Xu, A.W., Liu, M., Xega, K., MacKenzie, O.C., Brannigan, B.W., Wittner, B.S., Jung, H., Ramaswamy, S., Park, P.J., Maheswaran, S., Ting, D.T., Haber, D.A.","Pericentromeric satellite repeat expansions through RNA-derived DNA intermediates in cancer",2015,"Proceedings of the National Academy of Sciences of the United States of America","112","49",,"15148","15153",,9,10.1073/pnas.1518008112,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949289216&doi=10.1073%2fpnas.1518008112&partnerID=40&md5=5dc36cc9d46e2a5634113f2f801e77d9",Article,Scopus,2-s2.0-84949289216
"Zhou, H., Schmidt, S.C.S., Jiang, S., Willox, B., Bernhardt, K., Liang, J., Johannsen, E.C., Kharchenko, P., Gewurz, B.E., Kieff, E., Zhao, B.","Epstein-barr virus oncoprotein super-enhancers control B cell growth",2015,"Cell Host and Microbe","17","2",,"205","216",,29,10.1016/j.chom.2014.12.013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923007402&doi=10.1016%2fj.chom.2014.12.013&partnerID=40&md5=cc0fc507447361340764d45da9f6e3b3",Article,Scopus,2-s2.0-84923007402
"Schmidt, S.C.S., Jiang, S., Zhou, H., Willox, B., Holthaus, A.M., Kharchenko, P.V., Johannsen, E.C., Kieff, E., Zhao, B.","Epstein-Barr virus nuclear antigen 3A partially coincides with EBNA3C genome-wide and is tethered to DNA through BATF complexes",2015,"Proceedings of the National Academy of Sciences of the United States of America","112","2",,"554","559",,11,10.1073/pnas.1422580112,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920973039&doi=10.1073%2fpnas.1422580112&partnerID=40&md5=4c82d2d93b50ca2f11b21f77e8bd87ce",Article,Scopus,2-s2.0-84920973039
