Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Conrad, K.S., Jordan, C.D., Brown, K.L., Brunold, T.C.","Spectroscopic and computational studies of cobalamin species with variable lower axial ligation: Implications for the mechanism of Co-C bond activation by class i cobalamin-dependent isomerases",2015,"Inorganic Chemistry","54","8",,"3736","3747",,3,10.1021/ic502665x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928319088&doi=10.1021%2fic502665x&partnerID=40&md5=9e05fbc0e20ec08b91c9e10921e26a65",Article,Scopus,2-s2.0-84928319088
"Sanford, E.M., Tori, M.E., Smeltzer, T.M., Beaudoin, C.K., Bowser, B.H., Anderson, M.E., Brown, K.L.","Cyclic voltammetric, chronocoulometric, and spectroelectrochemical studies of electropolymerized films based on (3,4-ethylenedioxythiophene)-substituted 3,6-dithiophen-2-yl-2,5-dihydropyrrole[3,4-c]pyrrole-1,4-dione",2015,"Electrochemistry","83","12",,"1061","1066",,2,10.5796/electrochemistry.83.1061,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950257695&doi=10.5796%2felectrochemistry.83.1061&partnerID=40&md5=09d18af73ac9aeb850371a8b3e3e61fc",Article,Scopus,2-s2.0-84950257695
"Brown, K., Li, J., Wirth, K., Wilkins, E., Tufts, J., Bahena, F.","Determination of genistein and protein content in Apios carnea and Apios fortunei from China, and Apios Americana",2015,"Modern Applied Science","9","1",,"103","108",,,10.5539/mas.v9n1p103,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920107085&doi=10.5539%2fmas.v9n1p103&partnerID=40&md5=fc15e454367f66e666fe1a5b88435ffb",Article,Scopus,2-s2.0-84920107085
"Li, J., Jiang, J., Stel, H.V., Homkes, A., Corajod, J., Brown, K., Chen, Z.","Phylogenetics and biogeography of Apios (Fabaceae) inferred from sequences of nuclear and plastid genes",2014,"International Journal of Plant Sciences","175","7",,"764","780",,2,10.1086/676972,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906838593&doi=10.1086%2f676972&partnerID=40&md5=414b8e3c810a72f95dfb64f1ed43b3ab",Article,Scopus,2-s2.0-84906838593
"Klunder, K., Hekman, F.A., Brown, K.L., Peaslee, G.F.","A study of dissolved gas dynamics in mixed stream electrolyzed water",2012,"Electrochemistry","80","8",,"574","577",,1,10.5796/electrochemistry.80.574,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866846073&doi=10.5796%2felectrochemistry.80.574&partnerID=40&md5=460579b55c6590a4f11c70d931936f2c",Article,Scopus,2-s2.0-84866846073
"Chemaly, S.M., Brown, K.L., Fernandes, M.A., Munro, O.Q., Grimmer, C., Marques, H.M.","Probing the nature of the CoIII ion in corrins: The structural and electronic properties of dicyano- and aquacyanocobyrinic acid heptamethyl ester and a stable yellow dicyano- and aquacyanocobyrinic acid heptamethyl ester",2011,"Inorganic Chemistry","50","18",,"8700","8718",,13,10.1021/ic200285k,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052735398&doi=10.1021%2fic200285k&partnerID=40&md5=8ff7558b56e031f3ae50c6fe98c5e098",Article,Scopus,2-s2.0-80052735398
"Hassanin, H.A., Hannibal, L., Jacobsen, D.W., Brown, K.L., Marques, H.M., Brasch, N.E.","NMR spectroscopy and molecular modelling studies of nitrosylcobalamin: Further evidence that the deprotonated, base-off form is important for nitrosylcobalamin in solution",2009,"Dalton Transactions",,"3",,"424","433",,12,10.1039/b810895a,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149234172&doi=10.1039%2fb810895a&partnerID=40&md5=7b0c19da16c35de1103fb07cbf74f425",Article,Scopus,2-s2.0-58149234172
"Gonthier, D.J., Sullivan, T.J., Brown, K.L., Wurtzel, B., Lawal, R., VandenOever, K., Buchan, Z., Bultman, T.L.","Stroma-forming endophyte Epichloë glyceriae provides wound-inducible herbivore resistance to its grass host",2008,"Oikos","117","4",,"629","633",,21,10.1111/j.0030-1299.2008.16483.x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-41149155066&doi=10.1111%2fj.0030-1299.2008.16483.x&partnerID=40&md5=bfcfdd0a7ba2578661f9333851dd9a1b",Article,Scopus,2-s2.0-41149155066
"Chandra, T., Brown, K.L.","Vitamin B<inf>12</inf> and α-ribonucleosides",2008,"Tetrahedron","64","1",,"9","38",,9,10.1016/j.tet.2007.08.061,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-36348981012&doi=10.1016%2fj.tet.2007.08.061&partnerID=40&md5=303dc001aa3e99ed471cd5e6a415960d",Review,Scopus,2-s2.0-36348981012
"Pichumani, K., Zou, X., Chandra, T., Brown, K.L.","Determination of the anomeric configuration in carbohydrates by longitudinal cross-correlated relaxation studies: Application to mono- And disaccharides",2007,"Magnetic Resonance in Chemistry","45","9",,"734","738",,2,10.1002/mrc.2038,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548072034&doi=10.1002%2fmrc.2038&partnerID=40&md5=fc9c0090827bef77e7b3f2af5fd51f7e",Article,Scopus,2-s2.0-34548072034
