Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Lowe, N.J., Feldman, M.P.","Institutional life within an entrepreneurial region",2017,"Geography Compass","11","3", e12306,"","",,,10.1111/gec3.12306,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016427888&doi=10.1111%2fgec3.12306&partnerID=40&md5=27b23954e5afc9a29dd42201ac785d1c",Article,Scopus,2-s2.0-85016427888
"Lowe, N.J., Wolf-Powers, L.","Who works in a working region? Inclusive innovation in the new manufacturing economy",2017,"Regional Studies",,,,"1","13",,,10.1080/00343404.2016.1263386,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009966253&doi=10.1080%2f00343404.2016.1263386&partnerID=40&md5=7132047e76e4b8fcd83082529689627b",Article in Press,Scopus,2-s2.0-85009966253
"Lowe, N., Iskander, N.","Power Through Problem Solving: Latino Immigrants and the Inconsistencies of Economic Restructuring",2016,"Population, Space and Place",,,,"","",,,10.1002/psp.2023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963677653&doi=10.1002%2fpsp.2023&partnerID=40&md5=1faf4fa474a27fd52f9691e8b12ef26e",Article in Press,Scopus,2-s2.0-84963677653
"Lowe, N.J.","From skill mismatch to reinterpretation: Challenges and solutions for manufacturing worker retention and recruitment",2015,"Handbook of Manufacturing Industries in the World Economy",,,,"474","488",,,10.4337/9781781003930.00042,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957990271&doi=10.4337%2f9781781003930.00042&partnerID=40&md5=3909539892211e85f5c3bb3f68c1a92b",Book Chapter,Scopus,2-s2.0-84957990271
"Lowe, N., Freyer, A.","A moving target: rethinking industrial recruitment in an era of growing economic uncertainty",2015,"Environment and Planning C: Government and Policy","33","5",,"1284","1300",,3,10.1177/0263774X15612341,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947216229&doi=10.1177%2f0263774X15612341&partnerID=40&md5=df73cb594d42bb3973b04ce70b131574",Article,Scopus,2-s2.0-84947216229
"Hagan, J., Lowe, N., Quingla, C.","Skills on the move: Rethinking the relationship between human capital and immigrant economic mobility",2015,"Working in America: Continuity, Conflict, and Change in a New Economic Era",,,,"225","237",,,10.4324/9781315631011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960498026&doi=10.4324%2f9781315631011&partnerID=40&md5=4ea754a3c8fe628fcd018c4bc9c5ee7e",Book Chapter,Scopus,2-s2.0-84960498026
"Lowe, N.J.","Beyond the Deal: Using Industrial Recruitment as a Strategic Tool for Manufacturing Development",2014,"Economic Development Quarterly","28","4",,"287","299",,4,10.1177/0891242412467365,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911983242&doi=10.1177%2f0891242412467365&partnerID=40&md5=654611c25bbe992b297db24bc4b2efe0",Article,Scopus,2-s2.0-84911983242
"Lester, T.W., Lowe, N.J., Freyer, A.","Mediating incentive use: A time-series assessment of economic development deals in North Carolina",2014,"Economic Development Quarterly","28","2",,"132","146",,3,10.1177/0891242413514771,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904997575&doi=10.1177%2f0891242413514771&partnerID=40&md5=26dce6c0a96b7f6ef6483c33b89dfea4",Article,Scopus,2-s2.0-84904997575
"Iskander, N., Lowe, N.","Building job quality from the inside-out: Mexican immigrants, skills, and jobs in the construction industry",2013,"Industrial and Labor Relations Review","66","4",,"785","807",,6,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881169402&partnerID=40&md5=05550ea66ac1e59c91485a0119e28e89",Article,Scopus,2-s2.0-84881169402
"Iskander, N., Riordan, C., Lowe, N.","Learning in Place: Immigrants' Spatial and Temporal Strategies for Occupational Advancement",2013,"Economic Geography","89","1",,"53","75",,5,10.1111/j.1944-8287.2012.01171.x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871154253&doi=10.1111%2fj.1944-8287.2012.01171.x&partnerID=40&md5=8cebab63cd91e3cb4ed545697a8ce859",Article,Scopus,2-s2.0-84871154253
