Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Jagtap, P., Chakraborty, A., Eisenlohr, P., Kumar, P.","Identification of whisker grain in Sn coatings by analyzing crystallographic micro-texture using electron back-scatter diffraction",2017,"Acta Materialia","134",,,"346","359",,,10.1016/j.actamat.2017.05.063,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021114969&doi=10.1016%2fj.actamat.2017.05.063&partnerID=40&md5=0ac4600eaf28fab820179a130856f272",Article,Scopus,2-s2.0-85021114969
"Blum, W., Eisenlohr, P.","Deformation Strength of Nanocrystalline Thin Films",2017,"Journal of Materials Science and Technology","33","7",,"718","722",,,10.1016/j.jmst.2016.11.025,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010618483&doi=10.1016%2fj.jmst.2016.11.025&partnerID=40&md5=cbaec5369fe914207fe5eef2ccdf1621",Article,Scopus,2-s2.0-85010618483
"Eisenlohr, P., Shanthraj, P., Vande Kieft, B.R., Bieler, T.R., Liu, W., Xu, R.","Subsurface Grain Morphology Reconstruction by Differential Aperture X-ray Microscopy",2017,"JOM","69","6",,"1100","1105",,,10.1007/s11837-017-2357-z,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018313382&doi=10.1007%2fs11837-017-2357-z&partnerID=40&md5=0f98d54f52c09e08233b8db02097ae05",Article,Scopus,2-s2.0-85018313382
"Blum, W., Dvořák, J., Král, P., Eisenlohr, P., Sklenička, V.","Effects of Grain Refinement by ECAP on the Deformation Resistance of Al Interpreted in Terms of Boundary-Mediated Processes",2016,"Journal of Materials Science and Technology","32","12",,"1309","1320",,,10.1016/j.jmst.2016.08.028,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006240215&doi=10.1016%2fj.jmst.2016.08.028&partnerID=40&md5=88414939cbdd1d6899cf297270b6e5ff",Article,Scopus,2-s2.0-85006240215
"Su, Y., Zambaldi, C., Mercier, D., Eisenlohr, P., Bieler, T.R., Crimp, M.A.","Quantifying deformation processes near grain boundaries in α titanium using nanoindentation and crystal plasticity modeling",2016,"International Journal of Plasticity","86",,,"170","186",,3,10.1016/j.ijplas.2016.08.007,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991713003&doi=10.1016%2fj.ijplas.2016.08.007&partnerID=40&md5=1ccf77d3e1dcd194acb2000ad05f0532",Article,Scopus,2-s2.0-84991713003
"Wu, X., Ma, D., Eisenlohr, P., Raabe, D., Fabritius, H.-O.","From insect scales to sensor design: Modelling the mechanochromic properties of bicontinuous cubic structures",2016,"Bioinspiration and Biomimetics","11","4", 045001,"","",,2,10.1088/1748-3190/11/4/045001,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984684929&doi=10.1088%2f1748-3190%2f11%2f4%2f045001&partnerID=40&md5=8918c4624532ff643ac50f215f29bf04",Article,Scopus,2-s2.0-84984684929
"Blum, W., Eisenlohr, P., Hu, J.","Interpretation of unloading tests on nanocrystalline Cu in terms of two mechanisms of deformation",2016,"Materials Science and Engineering A","665",,,"171","174",,1,10.1016/j.msea.2016.04.013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971254339&doi=10.1016%2fj.msea.2016.04.013&partnerID=40&md5=6b25bd37c3b131561241913f539ba6e2",Article,Scopus,2-s2.0-84971254339
"Diehl, M., Shanthraj, P., Eisenlohr, P., Roters, F.","Neighborhood influences on stress and strain partitioning in dual-phase microstructures: An investigation on synthetic polycrystals with a robust spectral-based numerical method",2016,"Meccanica","51","2",,"429","441",,4,10.1007/s11012-015-0281-2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955201318&doi=10.1007%2fs11012-015-0281-2&partnerID=40&md5=a86239ca672f3fc37f315dc66c128bd5",Article,Scopus,2-s2.0-84955201318
"Ma, D., Eisenlohr, P., Epler, E., Volkert, C.A., Shanthraj, P., Diehl, M., Roters, F., Raabe, D.","Crystal plasticity study of monocrystalline stochastic honeycombs under in-plane compression",2016,"Acta Materialia","103",,,"796","808",,2,10.1016/j.actamat.2015.11.016,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948127972&doi=10.1016%2fj.actamat.2015.11.016&partnerID=40&md5=e062497bad632e1a2f3214dc1996ef60",Article,Scopus,2-s2.0-84948127972
"Friák, M., Tytko, D., Holec, D., Choi, P.-P., Eisenlohr, P., Raabe, D., Neugebauer, J.","Synergy of atom-probe structural data and quantum-mechanical calculations in a theory-guided design of extreme-stiffness superlattices containing metastable phases",2015,"New Journal of Physics","17","9", 093004,"","",,6,10.1088/1367-2630/17/9/093004,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943558895&doi=10.1088%2f1367-2630%2f17%2f9%2f093004&partnerID=40&md5=725816411e55f2afb1378f486c77ce32",Article,Scopus,2-s2.0-84943558895
