Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Wang, Y., Chen, Y.J., Yang, J., Gruteser, M., Martin, R.P., Liu, H., Liu, L., Karatas, C.","Determining Driver Phone Use by Exploiting Smartphone Integrated Sensors",2016,"IEEE Transactions on Mobile Computing","15","8", 7279177,"1965","1981",,2,10.1109/TMC.2015.2483501,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979775134&doi=10.1109%2fTMC.2015.2483501&partnerID=40&md5=b95dd9a8d2e25fb58117631248943487",Article,Scopus,2-s2.0-84979775134
"Yu, J., Zhu, H., Han, H., Chen, Y.J., Yang, J., Zhu, Y., Chen, Z., Xue, G., Li, M.","SenSpeed: Sensing Driving Conditions to Estimate Vehicle Speed in Urban Environments",2016,"IEEE Transactions on Mobile Computing","15","1", 7056458,"202","216",,5,10.1109/TMC.2015.2411270,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961615099&doi=10.1109%2fTMC.2015.2411270&partnerID=40&md5=a2cc1ea1a2a9d20ae25b912dc7148b09",Article,Scopus,2-s2.0-84961615099
"Chen, Z., Yu, J., Zhu, Y., Chen, Y., Li, M.","D3: Abnormal driving behaviors detection and identification using smartphone sensors",2015,"2015 12th Annual IEEE International Conference on Sensing, Communication, and Networking, SECON 2015",,, 7338354,"524","532",,4,10.1109/SAHCN.2015.7338354,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960940553&doi=10.1109%2fSAHCN.2015.7338354&partnerID=40&md5=4e0aeb7e1cc6a14427db76bc3959e3b6",Conference Paper,Scopus,2-s2.0-84960940553
"Liu, J., Wang, Y., Kar, G., Chen, Y., Yang, J., Gruteser, M.","Snooping keystrokes with mm-level audio ranging on a single phone",2015,"Proceedings of the Annual International Conference on Mobile Computing and Networking, MOBICOM","2015-September",,,"142","154",,9,10.1145/2789168.2790122,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954203533&doi=10.1145%2f2789168.2790122&partnerID=40&md5=106df10974a9c08f3e14cba712e4d5a2",Conference Paper,Scopus,2-s2.0-84954203533
"Ren, Y., Chen, Y., Chuah, M.C., Yang, J.","User Verification Leveraging Gait Recognition for Smartphone Enabled Mobile Healthcare Systems",2015,"IEEE Transactions on Mobile Computing","14","9", 6936924,"1961","1974",,8,10.1109/TMC.2014.2365185,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939159316&doi=10.1109%2fTMC.2014.2365185&partnerID=40&md5=3f620d404749037109b4af58dd682619",Article,Scopus,2-s2.0-84939159316
"Ren, Y., Wang, C., Yang, J., Chen, Y.","Fine-grained sleep monitoring: Hearing your breathing with smartphones",2015,"Proceedings - IEEE INFOCOM","26",, 7218494,"1194","1202",,11,10.1109/INFOCOM.2015.7218494,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954241344&doi=10.1109%2fINFOCOM.2015.7218494&partnerID=40&md5=a146c3a13296e8d4eed6e3077f643b2d",Conference Paper,Scopus,2-s2.0-84954241344
"Yu, J., Han, H., Zhu, H., Chen, Y., Yang, J., Zhu, Y., Xue, G., Li, M.","Sensing human-screen interaction for energy-efficient frame rate adaptation on smartphones",2015,"IEEE Transactions on Mobile Computing","14","8", 6909006,"1698","1711",,1,10.1109/TMC.2014.2352862,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936077274&doi=10.1109%2fTMC.2014.2352862&partnerID=40&md5=2142d75dd6ebbae516baec6640e70447",Article,Scopus,2-s2.0-84936077274
"Zheng, X., Yang, J., Chen, Y., Xiong, H.","An adaptive framework coping with dynamic target speed for device-free passive localization",2015,"IEEE Transactions on Mobile Computing","14","6", 6877725,"1138","1150",,3,10.1109/TMC.2014.2347303,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929169877&doi=10.1109%2fTMC.2014.2347303&partnerID=40&md5=76329ede5d41d08113ed66ec90d4b0fb",Article,Scopus,2-s2.0-84929169877
"Jain, S., Borgiattino, C., Ren, Y., Gruteser, M., Chen, Y., Chiasserini, C.-F.","LookUp: Enabling pedestrian safety services via shoe sensing",2015,"MobiSys 2015 - Proceedings of the 13th Annual International Conference on Mobile Systems, Applications, and Services",,,,"257","271",,6,10.1145/2742647.2742669,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958544026&doi=10.1145%2f2742647.2742669&partnerID=40&md5=c93f461b17a9f21513acf9f49da21b04",Conference Paper,Scopus,2-s2.0-84958544026
"Liu, L., Karatas, C., Li, H., Tan, S., Gruteser, M., Yang, J., Chen, Y., Martin, R.P.","Toward detection of unsafe driving with wearables",2015,"WearSys 2015 - Proceedings of the 2015 Workshop on Wearable Systems and Applications",,,,"27","32",,11,10.1145/2753509.2753518,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958955583&doi=10.1145%2f2753509.2753518&partnerID=40&md5=46f12b405f0d01acfbff618a98ac3506",Conference Paper,Scopus,2-s2.0-84958955583
