Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Li, S.X., de Oliveira, A.C.M., Eckel, C.","Common identity and the voluntary provision of public goods: An experimental investigation",2017,"Journal of Economic Behavior and Organization","142",,,"32","46",,,10.1016/j.jebo.2017.07.004,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026485029&doi=10.1016%2fj.jebo.2017.07.004&partnerID=40&md5=813a1ad3bb8896e12fbfc8c3d0e27e06",Article,Scopus,2-s2.0-85026485029
"Eckel, C.C., Füllbrunn, S.C.","Hidden vs. known gender effects in experimental asset markets",2017,"Economics Letters","156",,,"7","9",,,10.1016/j.econlet.2017.04.009,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017469593&doi=10.1016%2fj.econlet.2017.04.009&partnerID=40&md5=697fe0419dcc799266bf8f9f78196e1b",Article,Scopus,2-s2.0-85017469593
"Eckel, C., Grossman, P.J.","Comparing rebate and matching subsidies controlling for donors’ awareness: Evidence from the field",2017,"Journal of Behavioral and Experimental Economics","66",,,"88","95",,1,10.1016/j.socec.2016.04.016,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964853377&doi=10.1016%2fj.socec.2016.04.016&partnerID=40&md5=4f9cd441d6ce4701abcf1f4f033d81ad",Article,Scopus,2-s2.0-84964853377
"Eckel, C.C., Herberich, D.H., Meer, J.","A field experiment on directed giving at a public university",2017,"Journal of Behavioral and Experimental Economics","66",,,"66","71",,,10.1016/j.socec.2016.04.007,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965148843&doi=10.1016%2fj.socec.2016.04.007&partnerID=40&md5=ce287c010fb736d31a4566a5ab3df056",Article,Scopus,2-s2.0-84965148843
"Eckel, C.C., Houser, D., Boettke, P.J.","A Celebration of Vernon Smith's 90th Birthday and Lifetime Contributions to Economics, Southern Economic Association, 2016",2017,"Southern Economic Journal","83","3",,"639","643",,,10.1002/soej.12200,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010927991&doi=10.1002%2fsoej.12200&partnerID=40&md5=06398ec21c489171f2f1fbf3bdc01147",Article,Scopus,2-s2.0-85010927991
"Hofferth, S.L., Moran, E.F., Entwisle, B., Aber, J.L., Brady, H.E., Conley, D., Cutter, S.L., Eckel, C.C., Hamilton, D., Hubacek, K.","Introduction: History and Motivation",2017,"Annals of the American Academy of Political and Social Science","669","1",,"6","17",,,10.1177/0002716216682715,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006967570&doi=10.1177%2f0002716216682715&partnerID=40&md5=7a6d1d4c196285db63a612364896b3ca",Editorial,Scopus,2-s2.0-85006967570
"de Oliveira, A.C.M., Leonard, T.C.M., Shuval, K., Skinner, C.S., Eckel, C., Murdoch, J.C.","Economic preferences and obesity among a low-income African American community",2016,"Journal of Economic Behavior and Organization","131",,,"196","208",,,10.1016/j.jebo.2015.11.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949871139&doi=10.1016%2fj.jebo.2015.11.002&partnerID=40&md5=0e2801029c0a2058ad70f396d7ea43ad",Article,Scopus,2-s2.0-84949871139
"Eckel, C.C., Fatas, E., Godoy, S., Wilson, R.K.","Group-level selection increases cooperation in the public goods game",2016,"PLoS ONE","11","8", e0157840,"","",,,10.1371/journal.pone.0157840,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990177735&doi=10.1371%2fjournal.pone.0157840&partnerID=40&md5=5e5ef8e448e620f37e88be1bf527ddf0",Article,Scopus,2-s2.0-84990177735
"Grossman, P.J., Eckel, C.C.","Loving the long shot: Risk taking with skewed lotteries",2015,"Journal of Risk and Uncertainty","51","3",,"195","217",,2,10.1007/s11166-015-9228-1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952988147&doi=10.1007%2fs11166-015-9228-1&partnerID=40&md5=a940409c0eec1e58bf14637acc2315b4",Article,Scopus,2-s2.0-84952988147
"Banuri, S., Eckel, C.","Cracking down on bribery",2015,"Social Choice and Welfare","45","3",,"579","600",,2,10.1007/s00355-015-0883-6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944157717&doi=10.1007%2fs00355-015-0883-6&partnerID=40&md5=f2249afe6c8a1db8d61425d531de6adc",Article,Scopus,2-s2.0-84944157717
