Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Vincent-Ruz, P., Schunn, C.D.","The increasingly important role of science competency beliefs for science learning in girls",2017,"Journal of Research in Science Teaching","54","6",,"790","822",,,10.1002/tea.21387,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014050699&doi=10.1002%2ftea.21387&partnerID=40&md5=7fffa9ead68a186f883e0790a8e3aa87",Article,Scopus,2-s2.0-85014050699
"Barstow, B., Fazio, L., Schunn, C., Ashley, K.","Experimental evidence for diagramming benefits in science writing",2017,"Instructional Science",,,,"1","20",,,10.1007/s11251-017-9415-3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018778579&doi=10.1007%2fs11251-017-9415-3&partnerID=40&md5=7d3b7d55771b5f641a1b5acc52d65307",Article in Press,Scopus,2-s2.0-85018778579
"Patchan, M.M., Schunn, C.D., Clark, R.J.","Accountability in peer assessment: examining the effects of reviewing grades on peer ratings and peer feedback",2017,"Studies in Higher Education",,,,"1","16",,,10.1080/03075079.2017.1320374,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018427566&doi=10.1080%2f03075079.2017.1320374&partnerID=40&md5=dec15dc8a511ac53f03502c5221d92bf",Article in Press,Scopus,2-s2.0-85018427566
"Higashi, R.M., Schunn, C.D., Flot, J.B.","Different underlying motivations and abilities predict student versus teacher persistence in an online course",2017,"Educational Technology Research and Development",,,,"1","23",,,10.1007/s11423-017-9528-z,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018441115&doi=10.1007%2fs11423-017-9528-z&partnerID=40&md5=642103c0733780e2f86c0564b2825ce4",Article in Press,Scopus,2-s2.0-85018441115
"Paletz, S.B.F., Chan, J., Schunn, C.D.","The dynamics of micro-conflicts and uncertainty in successful and unsuccessful design teams",2017,"Design Studies","50",,,"39","69",,,10.1016/j.destud.2017.02.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014624042&doi=10.1016%2fj.destud.2017.02.002&partnerID=40&md5=7a8637500c40eaa664e0d8c7ad13601b",Article,Scopus,2-s2.0-85014624042
"Bathgate, M., Schunn, C.","Factors that deepen or attenuate decline of science utility value during the middle school years",2017,"Contemporary Educational Psychology","49",,,"215","225",,,10.1016/j.cedpsych.2017.02.005,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014126879&doi=10.1016%2fj.cedpsych.2017.02.005&partnerID=40&md5=a6a4fdd11eef8918889f6b5553e815b1",Article,Scopus,2-s2.0-85014126879
"Akiva, T., Kehoe, S., Schunn, C.D.","Are we ready for citywide learning? Examining the nature of within- and between-program pathways in a community-wide learning initiative",2017,"Journal of Community Psychology","45","3",,"413","425",,,10.1002/jcop.21856,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011410568&doi=10.1002%2fjcop.21856&partnerID=40&md5=155dcbe4c5582f1f02380587ea3a5369",Article,Scopus,2-s2.0-85011410568
"Schunn, C.D.","Building from In Vivo Research to the Future of Research on Relational Thinking and Learning",2017,"Educational Psychology Review","29","1",,"97","104",,,10.1007/s10648-016-9384-0,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984824009&doi=10.1007%2fs10648-016-9384-0&partnerID=40&md5=33d9086db13e10d5e3c73f5d43966fcc",Review,Scopus,2-s2.0-84984824009
"Lin, P.-Y., Schunn, C.D.","The dimensions and impact of informal science learning experiences on middle schoolers’ attitudes and abilities in science",2016,"International Journal of Science Education","38","17",,"2551","2572",,2,10.1080/09500693.2016.1251631,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994844631&doi=10.1080%2f09500693.2016.1251631&partnerID=40&md5=10900d2b651c9c7642c698463b17cbd9",Article,Scopus,2-s2.0-84994844631
"Patchan, M.M., Schunn, C.D., Correnti, R.J.","The nature of feedback: how peer feedback features affect students' implementation rate and quality of revisions",2016,"Journal of Educational Psychology","108","8",,"1098","1120",,1,10.1037/edu0000103,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962629122&doi=10.1037%2fedu0000103&partnerID=40&md5=bd66862411c3826a23ed0fd6def5988f",Article,Scopus,2-s2.0-84962629122
