Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Callaham, M.A., Snyder, B.A., James, S.W., Oberg, E.T.","Evidence for ongoing introduction of non-native earthworms in the Washington, DC metropolitan area",2016,"Biological Invasions","18","11",,"3133","3136",,,10.1007/s10530-016-1230-2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978842562&doi=10.1007%2fs10530-016-1230-2&partnerID=40&md5=129db3dbf1554f32b1302b574edca7fa",Article,Scopus,2-s2.0-84978842562
"Chang, C.-H., Snyder, B.A., Szlavecz, K.","Asian pheretimoid earthworms in North America north of Mexico: An illustrated key to the genera Amynthas, Metaphire, Pithemera, and Polypheretima (Clitellata: Megascolecidae)",2016,"Zootaxa","4179","3",,"495","529",,1,10.11646/zootaxa.4179.3.7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994552795&doi=10.11646%2fzootaxa.4179.3.7&partnerID=40&md5=bf20b3684313fc87685cdf4b3f48e911",Article,Scopus,2-s2.0-84994552795
"Carrera-Martínez, R., Snyder, B.A.","First report of amynthas carnosus (goto &amp; hatai, 1899) (oligochaeta: Megascolecidae) in the western hemisphere",2016,"Zootaxa","4111","3",,"297","300",,1,10.11646/zootaxa.4111.3.7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969131669&doi=10.11646%2fzootaxa.4111.3.7&partnerID=40&md5=e17a876c7eab75d5485f338a536a700a",Letter,Scopus,2-s2.0-84969131669
"Snyder, B.A., Boots, B., Hendrix, P.F.","Corrigendum to ""Competition between invasive earthworms (Amynthas corticis, Megascolecidae) and native North American millipedes (Pseudopolydesmus erasus, Polydesmidae): Effects on carbon cycling and soil structure"" [Soil Biol. Biochem. 71 (2009) 1442-1449] DOI: 10.1016/j.soilbio.2009.03.023",2016,"Soil Biology and Biochemistry","92",,,"240","241",,,10.1016/j.soilbio.2015.07.020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949111831&doi=10.1016%2fj.soilbio.2015.07.020&partnerID=40&md5=7520b083cf22824858c4a4a5232cf800",Erratum,Scopus,2-s2.0-84949111831
"Lounsberry, Z.T., Ungerer, M.C., Snyder, B.A.","Identification of 12 EST-derived SSR markers in Lumbricus rubellus",2013,"Pedobiologia","56","4-6",,"191","193",,,10.1016/j.pedobi.2013.07.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887989628&doi=10.1016%2fj.pedobi.2013.07.002&partnerID=40&md5=fa15c24b7612a9236841b8cef74795b4",Article,Scopus,2-s2.0-84887989628
"Snyder, B.A., Callaham, M.A., Lowe, C.N., Hendrix, P.F.","Earthworm invasion in North America: Food resource competition affects native millipede survival and invasive earthworm reproduction",2013,"Soil Biology and Biochemistry","57",,,"212","216",,14,10.1016/j.soilbio.2012.08.022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869882570&doi=10.1016%2fj.soilbio.2012.08.022&partnerID=40&md5=77d30e64710797ca0ad5f9e4fad522a9",Article,Scopus,2-s2.0-84869882570
"Singer, C., Bello, N.M., Snyder, B.A.","Characterizing prevalence and ecological impact of non-native terrestrial isopods (Isopoda, Oniscidea) in tallgrass prairie",2012,"Crustaceana","85","12-13",,"1499","1511",,2,10.1163/15685403-00003126,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876579756&doi=10.1163%2f15685403-00003126&partnerID=40&md5=180a8f4098d1a1b3d44580150746139f",Article,Scopus,2-s2.0-84876579756
"Snyder, B.A., Callaham Jr., M.A., Hendrix, P.F.","Spatial variability of an invasive earthworm (Amynthas agrestis) population and potential impacts on soil characteristics and millipedes in the Great Smoky Mountains National Park, USA",2011,"Biological Invasions","13","2",,"349","358",,30,10.1007/s10530-010-9826-4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651232060&doi=10.1007%2fs10530-010-9826-4&partnerID=40&md5=58652803a34f9e0139ee8d75d6876d2e",Article,Scopus,2-s2.0-78651232060
"Zhang, W., Hendrix, P.F., Snyder, B.A., Molina, M., Li, J., Rao, X., Siemann, E., Fu, S.","Dietary flexibility aids Asian earthworm invasion in North American forests",2010,"Ecology","91","7",,"2070","2079",,35,10.1890/09-0979.1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954575223&doi=10.1890%2f09-0979.1&partnerID=40&md5=7b7e045fc632970ec9f9f918ae3fa7b4",Article,Scopus,2-s2.0-77954575223
"Snyder, B.A., Seewagen, C.L.","First record of the millipede cleidogona nantahala shear, 1972 (Chordeumatida: Cleidogonidae) for New York State, U.S.A.",2010,"Entomological News","121","1",,"104","105",,,10.3157/021.121.0103,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954546889&doi=10.3157%2f021.121.0103&partnerID=40&md5=9692666acff7ddd4e94e83751af279cb",Short Survey,Scopus,2-s2.0-79954546889
"Snyder, B.A., Boots, B., Hendrix, P.F.","Competition between invasive earthworms (Amynthas corticis, Megascolecidae) and native North American millipedes (Pseudopolydesmus erasus, Polydesmidae): Effects on carbon cycling and soil structure",2009,"Soil Biology and Biochemistry","41","7",,"1442","1449",,23,10.1016/j.soilbio.2009.03.023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349286462&doi=10.1016%2fj.soilbio.2009.03.023&partnerID=40&md5=c9dd90b1112aacaa59f090d7cc7b2e63",Article,Scopus,2-s2.0-67349286462
"Snyder, B.A., Hendrix, P.F.","Current and potential roles of soil macroinvertebrates (earthworms, millipedes, and isopods) in ecological restoration",2008,"Restoration Ecology","16","4",,"629","636",,34,10.1111/j.1526-100X.2008.00484.x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-57049085229&doi=10.1111%2fj.1526-100X.2008.00484.x&partnerID=40&md5=bd3bb34f77e29aac712e906d24f4979a",Review,Scopus,2-s2.0-57049085229
"Hendrix, P.F., Callaham Jr., M.A., Drake, J.M., Huang, C.-Y., James, S.W., Snyder, B.A., Zhang, W.","Pandora's box contained bait: The global problem of introduced earthworms",2008,"Annual Review of Ecology, Evolution, and Systematics","39",,,"593","613",,91,10.1146/annurev.ecolsys.39.110707.173426,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-57049094530&doi=10.1146%2fannurev.ecolsys.39.110707.173426&partnerID=40&md5=365bd7a35acb12b923e34a84685953bb",Review,Scopus,2-s2.0-57049094530
"Snyder, B.A.","A preliminary checklist of the millipedes (Diplopoda) of the Great Smoky Mountains National Park, USA",2008,"Zootaxa",,"1856",,"16","32",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-50849136163&partnerID=40&md5=f95015db53c615f0fca5d4df0f618818",Article,Scopus,2-s2.0-50849136163
"Snyder, B.A., Draney, M.L.","Additional records of spiders, harvestmen, millipedes, and isopods of toft point natural area, Door county, Wisconsin",2008,"Great Lakes Entomologist","41","1-2",,"100","102",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-63449114462&partnerID=40&md5=2315b22d31ba63e7ef6c9c8fa7da2542",Article,Scopus,2-s2.0-63449114462
"Snyder, B.A., Draney, M.L., Sierwald, P.","Development of an optimal sampling protocol for millipedes (Diplopoda)",2006,"Journal of Insect Conservation","10","3",,"277","288",,22,10.1007/s10841-006-6699-z,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746124523&doi=10.1007%2fs10841-006-6699-z&partnerID=40&md5=4c735f02f6e10d862d9dce6195656d2e",Article,Scopus,2-s2.0-33746124523
"Snyder, B.A., Draney, M.L., Kaspar, J.L., Whitehouse, J.","Preliminary survey of the terrestrial isopods (Isopoda), millipedes (Diplopoda), harvestmen (Opiliones), and spiders (Araneae) of Toft Point Natural Area, Door County, Wisconsin",2005,"Great Lakes Entomologist","37","3-4",,"105","115",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-26844504095&partnerID=40&md5=28749f975ea25bed155c31da2d78fbf2",Article,Scopus,2-s2.0-26844504095
