Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Alves, T., Das, R., Morris, T.","Virtualization of industrial control system testbeds for cybersecurity",2016,"ACM International Conference Proceeding Series",,,,"10","14",,,10.1145/3018981.3018988,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014859477&doi=10.1145%2f3018981.3018988&partnerID=40&md5=9518547ea3c7f908327f74810345a707",Conference Paper,Scopus,2-s2.0-85014859477
"Vaughn, R.B., Morris, T.","Addressing critical industrial control system cyber security concerns via high fidelity simulation",2016,"Proceedings of the 11th Annual Cyber and Information Security Research Conference, CISRC 2016",,, 2897819,"","",,1,10.1145/2897795.2897819,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84968637034&doi=10.1145%2f2897795.2897819&partnerID=40&md5=e9d1f73fc7045ca41d4f8018fdfc0c3e",Conference Paper,Scopus,2-s2.0-84968637034
"Chen, Q., Trivedi, M., Abdelwahed, S., Morris, T., Sheldon, F.","Model-based autonomic security management for cyber-physical infrastructures",2016,"International Journal of Critical Infrastructures","12","4",,"273","294",,,10.1504/IJCIS.2016.081297,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009216371&doi=10.1504%2fIJCIS.2016.081297&partnerID=40&md5=ec9eb1eab6bd4ab129d7062abbeb4038",Conference Paper,Scopus,2-s2.0-85009216371
"Pan, S., Morris, T., Adhikari, U.","Developing a Hybrid Intrusion Detection System Using Data Mining for Power Systems",2015,"IEEE Transactions on Smart Grid","6","6", 7063234,"3104","3113",,14,10.1109/TSG.2015.2409775,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959498649&doi=10.1109%2fTSG.2015.2409775&partnerID=40&md5=1dff53315d144cf21053d2e3a031413d",Article,Scopus,2-s2.0-84959498649
"Pan, S., Morris, T., Adhikari, U.","Classification of disturbances and cyber-attacks in power systems using heterogeneous time-synchronized data",2015,"IEEE Transactions on Industrial Informatics","11","3", 7081776,"650","662",,7,10.1109/TII.2015.2420951,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937398366&doi=10.1109%2fTII.2015.2420951&partnerID=40&md5=f5f6f46835451526527e8431d5afcef7",Article,Scopus,2-s2.0-84937398366
"Pan, S., Morris, T., Adhikari, U.","A specification-based intrusion detection framework for cyber-physical environment in electric power system",2015,"International Journal of Network Security","17","2",,"174","188",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929876525&partnerID=40&md5=984eeb479d7356dc7f9e82d92c456c90",Article,Scopus,2-s2.0-84929876525
"Morris, T., Gao, W.","Industrial control system traffic data sets for intrusion detection research",2014,"IFIP Advances in Information and Communication Technology","441",,,"65","78",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908299327&partnerID=40&md5=b4530be757a196bf56c05c1f0312b190",Article,Scopus,2-s2.0-84908299327
"Adhikari, U., Morris, T.H., Pan, S.","A cyber-physical power system test bed for intrusion detection systems",2014,"IEEE Power and Energy Society General Meeting","2014-October","October", 6939262,"","",,5,10.1109/PESGM.2014.6939262,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930988901&doi=10.1109%2fPESGM.2014.6939262&partnerID=40&md5=dea2d01702848a91dceaa28986777f1a",Conference Paper,Scopus,2-s2.0-84930988901
"Adhikari, U., Morris, T.H., Pan, S.","A causal event graph for cyber-power system events using synchrophasor",2014,"IEEE Power and Energy Society General Meeting","2014-October","October", 6939285,"","",,,10.1109/PESGM.2014.6939285,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930986789&doi=10.1109%2fPESGM.2014.6939285&partnerID=40&md5=d664100fe85bbbc3023af63d831d6460",Conference Paper,Scopus,2-s2.0-84930986789
"Borges Hink, R.C., Beaver, J.M., Buckner, M.A., Morris, T., Adhikari, U., Pan, S.","Machine learning for power system disturbance and cyber-attack discrimination",2014,"7th International Symposium on Resilient Control Systems, ISRCS 2014",,, 6900095,"","",,9,10.1109/ISRCS.2014.6900095,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908701459&doi=10.1109%2fISRCS.2014.6900095&partnerID=40&md5=b4cd408cd3057535d4d8923816d3a34b",Conference Paper,Scopus,2-s2.0-84908701459
"Sheldon, F., Fetzer, D., Huang, J., Dang, J., Wei, D., Manz, D., Morris, T., Kirsch, J., Goose, S.","Using semantic web technologies to develop intrinsically resilient energy control systems",2014,"CEUR Workshop Proceedings","966",,,"96","103",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922762800&partnerID=40&md5=837256c30030611901851b44eebf624a",Conference Paper,Scopus,2-s2.0-84922762800
"Madani, V., Barich, J., Day, D., Gotesky, J., Jampala, A.K., Giri, J., Parashar, M., Rahmnatian, F., Gharpure, V., King, R., Morris, T.","Advanced EMS applications using synchrophasor systems for grid operation",2014,"Proceedings of the IEEE Power Engineering Society Transmission and Distribution Conference",,, 6863246,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908428573&partnerID=40&md5=6b0ac81c3f8a41d9c20da88f584044fa",Conference Paper,Scopus,2-s2.0-84908428573
"Pan, S., Morris, T.H., Adhikari, U., Vahid, M.","Causal event graphs cyber-physical system intrusion detection system",2013,"ACM International Conference Proceeding Series",,, 40,"","",,3,10.1145/2459976.2460022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876007878&doi=10.1145%2f2459976.2460022&partnerID=40&md5=29b626397b87742c1197859437c5efad",Conference Paper,Scopus,2-s2.0-84876007878
"Vaughn, R.B., Morris, T., Sitnikova, E.","Development &amp; expansion of an industrial control system security laboratory and an international research collaboration",2013,"ACM International Conference Proceeding Series",,, 18,"","",,2,10.1145/2459976.2459997,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875978216&doi=10.1145%2f2459976.2459997&partnerID=40&md5=c076be5c27c310cd2cfeceb94c1f4c8a",Conference Paper,Scopus,2-s2.0-84875978216
"Sprabery, R., Morris, T.H., Pan, S., Adhikari, U., Madani, V.","Protocol mutation intrusion detection for synchrophasor communications",2013,"ACM International Conference Proceeding Series",,, 41,"","",,,10.1145/2459976.2460023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875987108&doi=10.1145%2f2459976.2460023&partnerID=40&md5=987ef7151c767ef4f4980de62ee3f0a1",Conference Paper,Scopus,2-s2.0-84875987108
"Sheldon, F., Huang, J., Dang, J., Fetzer, D., Goose, S., Kirsch, J., Manz, D., Morris, T., Wei, D.","Intrinsically resilient energy control systems",2013,"ACM International Conference Proceeding Series",,, 63,"","",,1,10.1145/2459976.2460046,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876003366&doi=10.1145%2f2459976.2460046&partnerID=40&md5=21c4622a0df962318ded98210d3f906d",Conference Paper,Scopus,2-s2.0-84876003366
"Morris, T.H., Jones, B.A., Vaughn, R.B., Dandass, Y.S.","Deterministic intrusion detection rules for MODBUS protocols",2013,"Proceedings of the Annual Hawaii International Conference on System Sciences",,, 6480055,"1773","1781",,14,10.1109/HICSS.2013.174,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875488672&doi=10.1109%2fHICSS.2013.174&partnerID=40&md5=1e2f2b0739bfd6cc826308960e23017c",Conference Paper,Scopus,2-s2.0-84875488672
"Foo, E., Branagan, M., Morris, T.","A proposed Australian industrial control system security curriculum",2013,"Proceedings of the Annual Hawaii International Conference on System Sciences",,, 6480053,"1754","1762",,3,10.1109/HICSS.2013.55,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875506859&doi=10.1109%2fHICSS.2013.55&partnerID=40&md5=0bc19e851f8a1e2d6ba005f3d53bfadf",Conference Paper,Scopus,2-s2.0-84875506859
"Abu-Nimeh, S., Foo, E., Fovino, I., Govindarasu, M., Morris, T.","Cyber security of networked critical infrastructures [Guest Editorial]",2013,"IEEE Network","27","1", 6423184,"3","4",,2,10.1109/MNET.2013.6423184,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873279828&doi=10.1109%2fMNET.2013.6423184&partnerID=40&md5=6d0bb77f9437dde58b78f437d86fb266",Editorial,Scopus,2-s2.0-84873279828
"Srivastava, A., Morris, T., Ernster, T., Vellaithurai, C., Pan, S., Adhikari, U.","Modeling cyber-physical vulnerability of the smart grid with incomplete information",2013,"IEEE Transactions on Smart Grid","4","1", 6449341,"235","244",,37,10.1109/TSG.2012.2232318,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875054046&doi=10.1109%2fTSG.2012.2232318&partnerID=40&md5=2aa320f993aff8813d0278490b08347e",Article,Scopus,2-s2.0-84875054046
"Morris, T.H., Vaughn, R.B., Sitnikova, E.","Advances in the protection of critical infrastructure by improvement in industrial control system security",2013,"Conferences in Research and Practice in Information Technology Series","138",,,"67","74",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906997885&partnerID=40&md5=a22f1da73f92389a18bac690c87981ff",Conference Paper,Scopus,2-s2.0-84906997885
