Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Shang, X., Wang, N., Cerny, R., Niu, W., Guo, J.","Fluorescent protein-based turn-on probe through a general protection-deprotection design strategy",2017,"ACS Sensors","2","7",,"961","966",,,10.1021/acssensors.7b00223,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026369005&doi=10.1021%2facssensors.7b00223&partnerID=40&md5=655a97a88d28af1d6466c131d35fdffe",Article,Scopus,2-s2.0-85026369005
"Yuan, Z., Wang, N., Kang, G., Niu, W., Li, Q., Guo, J.","Controlling Multicycle Replication of Live-Attenuated HIV-1 Using an Unnatural Genetic Switch",2017,"ACS Synthetic Biology","6","4",,"721","731",,,10.1021/acssynbio.6b00373,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018499647&doi=10.1021%2facssynbio.6b00373&partnerID=40&md5=2a30b2c6a71d6ee5a55ec9d72c0b218e",Article,Scopus,2-s2.0-85018499647
"Wang, N., Yuan, Z., Niu, W., Li, Q., Guo, J.","Synthetic biology approach for the development of conditionally replicating HIV-1 vaccine",2017,"Journal of Chemical Technology and Biotechnology","92","3",,"455","462",,,10.1002/jctb.5174,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011396920&doi=10.1002%2fjctb.5174&partnerID=40&md5=95ff32f7d304ba830b66963101be35de",Article,Scopus,2-s2.0-85011396920
"Niu, W., Guo, J.","Novel Fluorescence-Based Biosensors Incorporating Unnatural Amino Acids",2017,"Methods in Enzymology","589",,,"191","219",,,10.1016/bs.mie.2017.01.012,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013356507&doi=10.1016%2fbs.mie.2017.01.012&partnerID=40&md5=d156f8ff2daa24ecc466ac1b03b0c81f",Book Chapter,Scopus,2-s2.0-85013356507
"Shang, X., Song, X., Faller, C., Lai, R., Li, H., Cerny, R., Niu, W., Guo, J.","Fluorogenic protein labeling using a genetically encoded unstrained alkene",2017,"Chemical Science","8","2",,"1141","1145",,3,10.1039/c6sc03635j,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011074005&doi=10.1039%2fc6sc03635j&partnerID=40&md5=62d2c31adb96c00e8ed7812abd270e85",Article,Scopus,2-s2.0-85011074005
"Ju, T., Hu, D., Xiang, S.-H., Guo, J.","Sulfotyrosine dipeptide: Synthesis and evaluation as HIV-entry inhibitor",2016,"Bioorganic Chemistry","68",,,"105","111",,,10.1016/j.bioorg.2016.07.012,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979688324&doi=10.1016%2fj.bioorg.2016.07.012&partnerID=40&md5=7c80abbcc2c88d2879fe67ab5fac5712",Article,Scopus,2-s2.0-84979688324
"Ju, T., Niu, W., Guo, J.","Evolution of Src Homology 2 (SH2) Domain to Recognize Sulfotyrosine",2016,"ACS Chemical Biology","11","9",,"2551","2557",,1,10.1021/acschembio.6b00555,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987804397&doi=10.1021%2facschembio.6b00555&partnerID=40&md5=35ea57cd767cd1fd4e4ad650892dcdd0",Article,Scopus,2-s2.0-84987804397
"Liu, W., Xu, X., Zhang, R., Cheng, T., Cao, Y., Li, X., Guo, J., Liu, H., Xian, M.","Erratum: Engineering Escherichia coli for high-yield geraniol production with biotransformation of geranyl acetate to geraniol under fed-batch culture (Biotechnology for Biofuels (2016) 9:58 DOI:10.1186/s13068-016-0466-5))",2016,"Biotechnology for Biofuels","9","1", 539,"","",,,10.1186/s13068-016-0539-5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976562523&doi=10.1186%2fs13068-016-0539-5&partnerID=40&md5=bf579b3ba9e5545f3be71e47c2bd251a",Erratum,Scopus,2-s2.0-84976562523
"Grady, G., Thelen, A., Albers, J., Ju, T., Guo, J., Barycki, J.J., Simpson, M.A.","Inhibiting Hexamer Disassembly of Human UDP-Glucose Dehydrogenase by Photoactivated Amino Acid Cross-Linking",2016,"Biochemistry","55","22",,"3157","3164",,1,10.1021/acs.biochem.6b00259,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973618689&doi=10.1021%2facs.biochem.6b00259&partnerID=40&md5=3416544b78b6a6e767bbf2d7139bf435",Article,Scopus,2-s2.0-84973618689
"Liu, W., Xu, X., Zhang, R., Cheng, T., Cao, Y., Li, X., Guo, J., Liu, H., Xian, M.","Engineering Escherichia coli for high-yield geraniol production with biotransformation of geranyl acetate to geraniol under fed-batch culture",2016,"Biotechnology for Biofuels","9","1", 466,"","",,5,10.1186/s13068-016-0466-5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960844069&doi=10.1186%2fs13068-016-0466-5&partnerID=40&md5=3de02097a7300bdfb66f4c78bb554dbe",Article,Scopus,2-s2.0-84960844069
