Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Si, R., Guo, S., Dai, Q.","Durability performance of rubberized mortar and concrete with NaOH-Solution treated rubber particles",2017,"Construction and Building Materials","153",,,"496","505",,,10.1016/j.conbuildmat.2017.07.085,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025066347&doi=10.1016%2fj.conbuildmat.2017.07.085&partnerID=40&md5=e5fceda62116cfa4e8321b214a24fa71",Article,Scopus,2-s2.0-85025066347
"Wang, Z., Dai, Q., Guo, S.","Laboratory performance evaluation of both flake graphite and exfoliated graphite nanoplatelet modified asphalt composites",2017,"Construction and Building Materials","149",,,"515","524",,,10.1016/j.conbuildmat.2017.05.100,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019659806&doi=10.1016%2fj.conbuildmat.2017.05.100&partnerID=40&md5=5c8e9f7188fba9fa93680f4f6cc04514",Article,Scopus,2-s2.0-85019659806
"Guo, S., Dai, Q., Wang, Z., Yao, H.","Rapid microwave irradiation synthesis of carbon nanotubes on graphite surface and its application on asphalt reinforcement",2017,"Composites Part B: Engineering","124",,,"134","143",,,10.1016/j.compositesb.2017.05.033,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019961434&doi=10.1016%2fj.compositesb.2017.05.033&partnerID=40&md5=6ffc05304d562f42eb0070a7d0e0aa3e",Article,Scopus,2-s2.0-85019961434
"Sun, X., Guo, S., Dai, Q., Xiao, X.","Microstructure characterization of alkali-glass particle and alkali-glass powder reacted gels with neutron scattering and imaging techniques",2017,"Materials Characterization","131",,,"98","107",,,10.1016/j.matchar.2017.07.006,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021663326&doi=10.1016%2fj.matchar.2017.07.006&partnerID=40&md5=78454400c1201963f8ace819647df187",Article,Scopus,2-s2.0-85021663326
"Sun, X., Dai, Q., Menon, M., Ponta, F.","Design and Simulation of Active External Trailing-Edge Flaps for Wind Turbine Blades on Load Reduction",2017,"Journal of Aerospace Engineering","30","5", 04017062,"","",,,10.1061/(ASCE)AS.1943-5525.0000771,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024093765&doi=10.1061%2f%28ASCE%29AS.1943-5525.0000771&partnerID=40&md5=323380a7e3bd8ad18444a88c9c138db1",Article,Scopus,2-s2.0-85024093765
"Wang, Z., Dai, Q., Wang, R., Yang, X.","Evaluation of recovered fracture strength after light-healing of graphite-modified asphalt mixtures with integrated computational-experimental approach",2017,"Journal of Materials in Civil Engineering","29","5", 04016289,"","",,1,10.1061/(ASCE)MT.1943-5533.0001786,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016752620&doi=10.1061%2f%28ASCE%29MT.1943-5533.0001786&partnerID=40&md5=1bca306ca25c76da37c8e084b708f141",Article,Scopus,2-s2.0-85016752620
"Guo, S., Dai, Q., Si, R., Sun, X., Lu, C.","Evaluation of properties and performance of rubber-modified concrete for recycling of waste scrap tire",2017,"Journal of Cleaner Production","148",,,"681","689",,2,10.1016/j.jclepro.2017.02.046,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014819247&doi=10.1016%2fj.jclepro.2017.02.046&partnerID=40&md5=f5ff61b9a764f376f94c01325f2bd780",Article,Scopus,2-s2.0-85014819247
"Yao, H., Dai, Q., You, Z.","Investigation of the asphalt–aggregate interaction using molecular dynamics",2017,"Petroleum Science and Technology","35","6",,"586","593",,,10.1080/10916466.2016.1270303,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020273862&doi=10.1080%2f10916466.2016.1270303&partnerID=40&md5=7413c78ff9c57d382c323fd68ea8bfc4",Article,Scopus,2-s2.0-85020273862
"Wang, Z., Dai, Q., Guo, S., Wang, R., Ye, M., Yap, Y.K.","Experimental investigation of physical properties and accelerated sunlight-healing performance of flake graphite and exfoliated graphite nanoplatelet modified asphalt materials",2017,"Construction and Building Materials","134",,,"412","423",,1,10.1016/j.conbuildmat.2016.12.129,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007543266&doi=10.1016%2fj.conbuildmat.2016.12.129&partnerID=40&md5=b4c5e60686fddb208734e294c31980fd",Article,Scopus,2-s2.0-85007543266
"Yao, H., Dai, Q., You, Z., Bick, A., Wang, M., Guo, S.","Property analysis of exfoliated graphite nanoplatelets modified asphalt model using Molecular Dynamics (MD) method",2017,"Applied Sciences (Switzerland)","7","1", 43,"","",,,10.3390/app7010043,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011633140&doi=10.3390%2fapp7010043&partnerID=40&md5=6932e818846294fb4fe4040aace65868",Article,Scopus,2-s2.0-85011633140
"Guo, S., Dai, Q., Sun, X., Xiao, X.","X-ray CT characterization and fracture simulation of ASR damage of glass particles in alkaline solution and mortar",2016,"Theoretical and Applied Fracture Mechanics",,,,"","",,,10.1016/j.tafmec.2017.05.014,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019867264&doi=10.1016%2fj.tafmec.2017.05.014&partnerID=40&md5=ea82fd1ba5c9218a9246560d7303942e",Article in Press,Scopus,2-s2.0-85019867264
