Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Latimer, L.N., Dueber, J.E.","Iterative optimization of xylose catabolism in Saccharomyces cerevisiae using combinatorial expression tuning",2017,"Biotechnology and Bioengineering","114","6",,"1301","1309",,,10.1002/bit.26262,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013374260&doi=10.1002%2fbit.26262&partnerID=40&md5=aae4f75bce86b7880890446b436bb1ff",Article,Scopus,2-s2.0-85013374260
"Leal, R.A., Bischof, C., Lee, Y.V., Sawano, S., McAtee, C.C., Latimer, L.N., Russ, Z.N., Dueber, J.E., Yu, J.-Q., Sarpong, R.","Application of a Palladium-Catalyzed C−H Functionalization/Indolization Method to Syntheses of cis-Trikentrin A and Herbindole B",2016,"Angewandte Chemie - International Edition","55","39",,"11824","11828",,3,10.1002/anie.201605475,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992107646&doi=10.1002%2fanie.201605475&partnerID=40&md5=267a92fe39ef170f3ce529f6486dfc0e",Article,Scopus,2-s2.0-84992107646
"DeLoache, W.C., Russ, Z.N., Dueber, J.E.","Towards repurposing the yeast peroxisome for compartmentalizing heterologous metabolic pathways",2016,"Nature Communications","7",, 11152,"","",,8,10.1038/ncomms11152,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962429359&doi=10.1038%2fncomms11152&partnerID=40&md5=dc0229f85fc6fcdd4a446f4eed76d3cd",Article,Scopus,2-s2.0-84962429359
"Narcross, L., Fossati, E., Bourgeois, L., Dueber, J.E., Martin, V.J.J.","Microbial Factories for the Production of Benzylisoquinoline Alkaloids",2016,"Trends in Biotechnology","34","3",,"228","241",,7,10.1016/j.tibtech.2015.12.005,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958729722&doi=10.1016%2fj.tibtech.2015.12.005&partnerID=40&md5=d9e5011850c34c7917fd6ddd609d1247",Review,Scopus,2-s2.0-84958729722
"Chen, R., Rishi, H.S., Potapov, V., Yamada, M.R., Yeh, V.J., Chow, T., Cheung, C.L., Jones, A.T., Johnson, T.D., Keating, A.E., Deloache, W.C., Dueber, J.E.","A Barcoding Strategy Enabling Higher-Throughput Library Screening by Microscopy",2015,"ACS Synthetic Biology","4","11",,"1205","1216",,3,10.1021/acssynbio.5b00060,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947777564&doi=10.1021%2facssynbio.5b00060&partnerID=40&md5=f281a2ecd617e947e6501fdf21972a52",Article,Scopus,2-s2.0-84947777564
"Lee, M.E., DeLoache, W.C., Cervantes, B., Dueber, J.E.","A Highly Characterized Yeast Toolkit for Modular, Multipart Assembly",2015,"ACS Synthetic Biology","4","9",,"975","986",,38,10.1021/sb500366v,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942013003&doi=10.1021%2fsb500366v&partnerID=40&md5=33169d42d77a40c1327397930caeab53",Article,Scopus,2-s2.0-84942013003
"Deloache, W.C., Russ, Z.N., Narcross, L., Gonzales, A.M., Martin, V.J.J., Dueber, J.E.","An enzyme-coupled biosensor enables (S)-reticuline production in yeast from glucose",2015,"Nature Chemical Biology","11","7",,"465","471",,59,10.1038/nchembio.1816,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931573824&doi=10.1038%2fnchembio.1816&partnerID=40&md5=bddbf4bbe2ad167ddff28aaa13f792ea",Article,Scopus,2-s2.0-84931573824
"Whitaker, W.R., Lee, H., Arkin, A.P., Dueber, J.E.","Avoidance of truncated proteins from unintended ribosome binding sites within heterologous protein coding sequences",2015,"ACS Synthetic Biology","4","3",,"249","257",,6,10.1021/sb500003x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925688318&doi=10.1021%2fsb500003x&partnerID=40&md5=f6f34594a6395f0f631f9d8a2e79b35a",Article,Scopus,2-s2.0-84925688318
"Zalatan, J.G., Lee, M.E., Almeida, R., Gilbert, L.A., Whitehead, E.H., La Russa, M., Tsai, J.C., Weissman, J.S., Dueber, J.E., Qi, L.S., Lim, W.A.","Engineering complex synthetic transcriptional programs with CRISPR RNA scaffolds",2015,"Cell","160","1-2",,"339","350",,178,10.1016/j.cell.2014.11.052,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920992414&doi=10.1016%2fj.cell.2014.11.052&partnerID=40&md5=6c9d5fb61142326b6e933f8a7d6e8ca2",Article,Scopus,2-s2.0-84920992414
"Dueber, J.","Use of an enzyme-coupled biosensor to engineer a BIA fermentation pathway in yeast",2015,"Synthetic Biology: Engineering, Evolution, and Design Conference 2015, SEED 2015","1",,,"106","119",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964720825&partnerID=40&md5=42a70621f9be9f7981bc7b231560d2b9",Conference Paper,Scopus,2-s2.0-84964720825
